id,plot_x,img_name_x,Mach_Count_x,Pan_Count,Reg_Count,plot_y,img_name_y,Mach_Count_y,Spr_Count_Adj
7013_P2,7013-Tx2882,5. P2-WOF-Fr.jpg,1339,797,1306,7013-Tx2882,5. P2-WOF-Fr.jpg,1339.0,1479.0
7013_P3,7013-Tx2882,9. P3-WOF-Fr.jpg,1908,1057,1485,7013-Tx2882,9. P3-WOF-Fr.jpg,1908.0,2022.0
7013_P4,7013-Tx2882,13. P4-WOF-Fr.jpg,1598,1269,1613,7013-Tx2882,13. P4-WOF-Fr.jpg,1598.0,1684.0
7017_P1,7017BTx642,1. P1-WOF-Fr.jpg,901,206,986,7017BTx642,1. P1-WOF-Fr.jpg,901.0,1003.0
7017_P2,7017BTx642,5. P2-WOF-Fr.jpg,640,470,1281,7017BTx642,5. P2-WOF-Fr.jpg,640.0,716.0
7017_P3,7017BTx642,9. P3-WOF-Fr.jpg,689,354,1527,7017BTx642,9. P3-WOF-Fr.jpg,689.0,816.0
7017_P4,7017BTx642,13. P4-WOF-Fr.jpg,713,1038,1634,7017BTx642,13. P4-WOF-Fr.jpg,713.0,842.0
7021_P1,7021-Macia,1. P1-WOF-Fr.jpg,3097,1740,2397,7021-Macia,1. P1-WOF-Fr.jpg,3097.0,3195.0
7021_P2,7021-Macia,5. P2-WOF-Fr.jpg,2158,1455,2209,7021-Macia,5. P2-WOF-Fr.jpg,2158.0,2263.0
7021_P3,7021-Macia,9. P3-WOF-Fr.jpg,2479,1675,2579,7021-Macia,9. P3-WOF-Fr.jpg,2479.0,2568.0
7021_P4,7021-Macia,13. P4-WOF-Fr.jpg,1963,1435,2228,7021-Macia,13. P4-WOF-Fr.jpg,1963.0,2037.0
7025_P1,7025-SC283,1. P1-WOF-Fr.jpg,1111,1017,1724,7025-SC283,1. P1-WOF-Fr.jpg,1111.0,1180.0
7025_P2,7025-SC283,5. P2-WOF-Fr.jpg,879,941,1698,7025-SC283,5. P2-WOF-Fr.jpg,879.0,942.0
7025_P3,7025-SC283,9. P3-WOF-Fr.jpg,661,1112,1535,7025-SC283,9. P3-WOF-Fr.jpg,661.0,681.0
7025_P4,7025-SC283,13. P4-WOF-Fr.jpg,802,449,1279,7025-SC283,13. P4-WOF-Fr.jpg,802.0,831.0
7029_P1,7029-SC964,1. P1-WOF-Fr.jpg,1155,1209,2283,7029-SC964,1. P1-WOF-Fr.jpg,1155.0,1075.0
7029_P2,7029-SC964,5. P2-WOF-Fr.jpg,860,871,2094,7029-SC964,5. P2-WOF-Fr.jpg,860.0,888.0
7029_P3,7029-SC964,9. P3-WOF-Fr.jpg,1354,1140,2442,7029-SC964,9. P3-WOF-Fr.jpg,1354.0,1612.0
7029_P4,7029-SC964,13. P4-WOF-Fr.jpg,996,956,2468,7029-SC964,13. P4-WOF-Fr.jpg,996.0,1005.0
7033_P1,7033-M10P0052_BTx623,1. P1-WOF-Fr.jpg,867,834,1651,7033-M10P0052_BTx623,1. P1-WOF-Fr.jpg,867.0,1086.0
7033_P2,7033-M10P0052_BTx623,5. P2-WOF-Fr.jpg,1344,1014,1795,7033-M10P0052_BTx623,5. P2-WOF-Fr.jpg,1344.0,1473.0
7033_P3,7033-M10P0052_BTx623,9. P3-WOF-Fr.jpg,1527,1132,1826,7033-M10P0052_BTx623,9. P3-WOF-Fr.jpg,1527.0,1492.0
7033_P4,7033-M10P0052_BTx623,13. P4-WOF-Fr.jpg,1480,1238,1738,7033-M10P0052_BTx623,13. P4-WOF-Fr.jpg,1480.0,2024.0
7037_P1,7037-Tx2882,1. P1-WOF-Fr.jpg,1733,1314,1456,7037-Tx2882,1. P1-WOF-Fr.jpg,1733.0,1938.0
7037_P2,7037-Tx2882,5. P2-WOF-Fr.jpg,1519,1128,1443,7037-Tx2882,5. P2-WOF-Fr.jpg,1519.0,1203.0
7037_P3,7037-Tx2882,9. P3-WOF-Fr.jpg,1541,1135,1608,7037-Tx2882,9. P3-WOF-Fr.jpg,1541.0,1676.0
7037_P4,7037-Tx2882,13. P4-WOF-Fr.jpg,964,961,1593,7037-Tx2882,13. P4-WOF-Fr.jpg,964.0,991.0
7041_P1,7041-BTx642,1. P1-WOF-Fr.jpg,65,65,853,7041-BTx642,1. P1-WOF-Fr.jpg,65.0,506.0
7041_P2,7041-BTx642,5. P2-WOF-Fr.jpg,52,113,1070,7041-BTx642,5. P2-WOF-Fr.jpg,52.0,156.0
7041_P3,7041-BTx642,9. P3-WOF-Fr.jpg,122,88,995,7041-BTx642,9. P3-WOF-Fr.jpg,122.0,358.0
7041_P4,7041-BTx642,13. P4-WOF-Fr.jpg,181,175,1086,7041-BTx642,13. P4-WOF-Fr.jpg,181.0,537.0
7045_P1,7045-BTx635_DW2,1. P1-WOF-Fr.jpg,1499,971,1989,7045-BTx635_DW2,1. P1-WOF-Fr.jpg,1499.0,1779.0
7045_P2,7045-BTx635_DW2,5. P2-WOF-Fr.jpg,1431,1199,1984,7045-BTx635_DW2,5. P2-WOF-Fr.jpg,1431.0,1294.0
7045_P3,7045-BTx635_DW2,9. P3-WOF-Fr.jpg,1260,1119,1918,7045-BTx635_DW2,9. P3-WOF-Fr.jpg,1260.0,1321.0
7045_P4,7045-BTx635_DW2,13. P4-WOF-Fr.jpg,1882,1269,2040,7045-BTx635_DW2,13. P4-WOF-Fr.jpg,1882.0,1843.0
7049_P1,7049-1790E_SC56_SC33,1. P1-WOF-Fr.jpg,929,818,1218,7049-1790E_SC56_SC33,1. P1-WOF-Fr.jpg,929.0,962.0
7049_P2,7049-1790E_SC56_SC33,5. P2-WOF-Fr.jpg,1006,942,1334,7049-1790E_SC56_SC33,5. P2-WOF-Fr.jpg,1006.0,1527.0
7049_P3,7049-1790E_SC56_SC33,9. P3-WOF-Fr.jpg,884,765,1284,7049-1790E_SC56_SC33,9. P3-WOF-Fr.jpg,884.0,1139.0
7049_P4,7049-1790E_SC56_SC33,13. P4-WOF-Fr.jpg,901,865,1234,7049-1790E_SC56_SC33,13. P4-WOF-Fr.jpg,901.0,812.0
7053_P1,7053-RLBK1,1. P1-WOF-Fr.jpg,1319,937,1382,7053-RLBK1,1. P1-WOF-Fr.jpg,1319.0,1630.0
7053_P2,7053-RLBK1,5. P2-WOF-Fr.jpg,564,470,1267,7053-RLBK1,5. P2-WOF-Fr.jpg,564.0,1208.0
7053_P3,7053-RLBK1,9. P3-WOF-Fr.jpg,860,654,1410,7053-RLBK1,9. P3-WOF-Fr.jpg,860.0,1247.0
7053_P4,7053-RLBK1,13. P4-WOF-Fr.jpg,1961,1389,1742,7053-RLBK1,13. P4-WOF-Fr.jpg,1961.0,1698.0
7057_P1,7057-SC348,1. P1-WOF-Fr.jpg,1520,829,1003,7057-SC348,1. P1-WOF-Fr.jpg,1520.0,1520.0
7057_P2,7057-SC348,5. P2-WOF-Fr.jpg,1098,988,1399,7057-SC348,5. P2-WOF-Fr.jpg,1098.0,1506.0
7057_P3,7057-SC348,9. P3-WOF-Fr.jpg,671,530,1036,7057-SC348,9. P3-WOF-Fr.jpg,671.0,722.0
7057_P4,7057-SC348,13. P4-WOF-Fr.jpg,1621,1223,1301,7057-SC348,13. P4-WOF-Fr.jpg,1621.0,1800.0
7061_P1,7061-2219-3,1. P1-WOF-Fr.jpg,800,649,1358,7061-2219-3,1. P1-WOF-Fr.jpg,800.0,1141.0
7061_P2,7061-2219-3,5. P2-WOF-Fr.jpg,1723,1371,2117,7061-2219-3,5. P2-WOF-Fr.jpg,1723.0,1609.0
7061_P3,7061-2219-3,9. P3-WOF-Fr.jpg,1358,1034,1763,7061-2219-3,9. P3-WOF-Fr.jpg,1358.0,1464.0
7061_P4,7061-2219-3,13. P4-WOF-Fr.jpg,1743,1519,2212,7061-2219-3,13. P4-WOF-Fr.jpg,1743.0,1151.0
7065_P1,7065-SN72_PINK_KAFIR,1. P1-WOF-Fr.jpg,1815,1109,1177,7065-SN72_PINK_KAFIR,1. P1-WOF-Fr.jpg,1815.0,1670.0
7065_P2,7065-SN72_PINK_KAFIR,5. P2-WOF-Fr.jpg,1775,1489,1608,7065-SN72_PINK_KAFIR,5. P2-WOF-Fr.jpg,1775.0,1794.0
7065_P3,7065-SN72_PINK_KAFIR,9. P3-WOF-Fr.jpg,1101,886,1283,7065-SN72_PINK_KAFIR,9. P3-WOF-Fr.jpg,1101.0,992.0
7065_P4,7065-SN72_PINK_KAFIR,13. P4-WOF-Fr.jpg,1556,1123,1450,7065-SN72_PINK_KAFIR,13. P4-WOF-Fr.jpg,1556.0,1987.0
7069_P1,7069-2290-19,1. P1-WOF-Fr.jpg,1976,1964,1771,7069-2290-19,1. P1-WOF-Fr.jpg,1976.0,1730.0
7069_P2,7069-2290-19,5. P2-WOF-Fr.jpg,1370,1288,1468,7069-2290-19,5. P2-WOF-Fr.jpg,1370.0,1396.0
7069_P3,7069-2290-19,9. P3-WOF-Fr.jpg,1165,1237,1334,7069-2290-19,9. P3-WOF-Fr.jpg,1165.0,1332.0
7069_P4,7069-2290-19,13. P4-WOF-Fr.jpg,1421,1479,1553,7069-2290-19,13. P4-WOF-Fr.jpg,1421.0,1828.0
7073_P1,7073-BTx635_DW2,1. P1-WOF-Fr.jpg,1765,1494,2171,7073-BTx635_DW2,1. P1-WOF-Fr.jpg,1765.0,1542.0
7073_P2,7073-BTx635_DW2,5. P2-WOF-Fr.jpg,1000,1055,1740,7073-BTx635_DW2,5. P2-WOF-Fr.jpg,1000.0,1398.0
7073_P3,7073-BTx635_DW2,9. P3-WOF-Fr.jpg,1905,1281,1373,7073-BTx635_DW2,9. P3-WOF-Fr.jpg,1905.0,1963.0
7073_P4,7073-BTx635_DW2,13. P4-WOF-Fr.jpg,1341,906,1553,7073-BTx635_DW2,13. P4-WOF-Fr.jpg,1341.0,1259.0
