id,plot,img_name,Mach_Count,Pan_Count,Reg_Count
6065_P1,6065-RTx430BL,1. P1-WOF-Fr.jpg,1334,1141,1739
6065_P2,6065-RTx430BL,5. P2-WOF-Fr.jpg,1208,1127,1913
6065_P3,6065-RTx430BL,9. P3-WOF-Fr.jpg,1079,1117,1745
6065_P4,6065-RTx430BL,13. P4-WOF-Fr.jpg,1117,1296,2048
6069_P1,6069-R9188,1. P1-WOF-Fr.jpg,1180,588,1100
6069_P2,6069-R9188,5. P2-WOF-Fr.jpg,1514,752,1449
6069_P3,6069-R9188,9. P3-WOF-Fr.jpg,1431,877,1453
6069_P4,6069-R9188,13. P4-WOF-Fr.jpg,1914,867,1376
6073_P1,6073-B10001,1. P1-WOF-Fr.jpg,1455,657,1552
6073_P2,6073-B10001,5. P2-WOF-Fr.jpg,2126,1252,2039
6073_P3,6073-B10001,9. P3-WOF-Fr.jpg,1785,1132,1781
6073_P4,6073-B10001,13. P4-WOF-Fr.jpg,1886,1107,1903
7005_P1,7005-SC328,1. P1-WOF-Fr.jpg,1970,1495,2654
7005_P2,7005-SC328,5. P2-WOF-Fr.jpg,2219,1647,3073
7005_P3,7005-SC328,9. P3-WOF-Fr.jpg,1217,953,2196
7005_P4,7005-SC328,13. P4-WOF-Fr.jpg,1383,1192,2466
7009_P1,7009-1790E_SC56_SC33,1. P1-WOF-Fr.jpg,1048,601,1264
7009_P2,7009-1790E_SC56_SC33,5. P2-WOF-Fr.jpg,995,517,1326
7009_P3,7009-1790E_SC56_SC33,9. P3-WOF-Fr.jpg,1588,879,1329
7009_P4,7009-1790E_SC56_SC33,13. P4-WOF-Fr.jpg,1473,980,1493
7013_P1,7013-Tx2882,1. P1-WOF-Fr.jpg,1734,1178,1576
7013_P2,7013-Tx2882,5. P2-WOF-Fr.jpg,1339,797,1306
7013_P3,7013-Tx2882,9. P3-WOF-Fr.jpg,1908,1057,1485
7013_P4,7013-Tx2882,13. P4-WOF-Fr.jpg,1598,1269,1613
7017_P1,7017BTx642,1. P1-WOF-Fr.jpg,901,206,986
7017_P2,7017BTx642,5. P2-WOF-Fr.jpg,640,470,1281
7017_P3,7017BTx642,9. P3-WOF-Fr.jpg,689,354,1527
7017_P4,7017BTx642,13. P4-WOF-Fr.jpg,713,1038,1634
7021_P1,7021-Macia,1. P1-WOF-Fr.jpg,3097,1740,2397
7021_P2,7021-Macia,5. P2-WOF-Fr.jpg,2158,1455,2209
7021_P3,7021-Macia,9. P3-WOF-Fr.jpg,2479,1675,2579
7021_P4,7021-Macia,13. P4-WOF-Fr.jpg,1963,1435,2228
7025_P1,7025-SC283,1. P1-WOF-Fr.jpg,1111,1017,1724
7025_P2,7025-SC283,5. P2-WOF-Fr.jpg,879,941,1698
7025_P3,7025-SC283,9. P3-WOF-Fr.jpg,661,1112,1535
7025_P4,7025-SC283,13. P4-WOF-Fr.jpg,802,449,1279
7029_P1,7029-SC964,1. P1-WOF-Fr.jpg,1155,1209,2283
7029_P2,7029-SC964,5. P2-WOF-Fr.jpg,860,871,2094
7029_P3,7029-SC964,9. P3-WOF-Fr.jpg,1354,1140,2442
7029_P4,7029-SC964,13. P4-WOF-Fr.jpg,996,956,2468
7033_P1,7033-M10P0052_BTx623,1. P1-WOF-Fr.jpg,867,834,1651
7033_P2,7033-M10P0052_BTx623,5. P2-WOF-Fr.jpg,1344,1014,1795
7033_P3,7033-M10P0052_BTx623,9. P3-WOF-Fr.jpg,1527,1132,1826
7033_P4,7033-M10P0052_BTx623,13. P4-WOF-Fr.jpg,1480,1238,1738
7037_P1,7037-Tx2882,1. P1-WOF-Fr.jpg,1733,1314,1456
7037_P2,7037-Tx2882,5. P2-WOF-Fr.jpg,1519,1128,1443
7037_P3,7037-Tx2882,9. P3-WOF-Fr.jpg,1541,1135,1608
7037_P4,7037-Tx2882,13. P4-WOF-Fr.jpg,964,961,1593
7041_P1,7041-BTx642,1. P1-WOF-Fr.jpg,65,65,853
7041_P2,7041-BTx642,5. P2-WOF-Fr.jpg,52,113,1070
7041_P3,7041-BTx642,9. P3-WOF-Fr.jpg,122,88,995
7041_P4,7041-BTx642,13. P4-WOF-Fr.jpg,181,175,1086
7045_P1,7045-BTx635_DW2,1. P1-WOF-Fr.jpg,1499,971,1989
7045_P2,7045-BTx635_DW2,5. P2-WOF-Fr.jpg,1431,1199,1984
7045_P3,7045-BTx635_DW2,9. P3-WOF-Fr.jpg,1260,1119,1918
7045_P4,7045-BTx635_DW2,13. P4-WOF-Fr.jpg,1882,1269,2040
7049_P1,7049-1790E_SC56_SC33,1. P1-WOF-Fr.jpg,929,818,1218
7049_P2,7049-1790E_SC56_SC33,5. P2-WOF-Fr.jpg,1006,942,1334
7049_P3,7049-1790E_SC56_SC33,9. P3-WOF-Fr.jpg,884,765,1284
7049_P4,7049-1790E_SC56_SC33,13. P4-WOF-Fr.jpg,901,865,1234
7053_P1,7053-RLBK1,1. P1-WOF-Fr.jpg,1319,937,1382
7053_P2,7053-RLBK1,5. P2-WOF-Fr.jpg,564,470,1267
7053_P3,7053-RLBK1,9. P3-WOF-Fr.jpg,860,654,1410
7053_P4,7053-RLBK1,13. P4-WOF-Fr.jpg,1961,1389,1742
7057_P1,7057-SC348,1. P1-WOF-Fr.jpg,1520,829,1003
7057_P2,7057-SC348,5. P2-WOF-Fr.jpg,1098,988,1399
7057_P3,7057-SC348,9. P3-WOF-Fr.jpg,671,530,1036
7057_P4,7057-SC348,13. P4-WOF-Fr.jpg,1621,1223,1301
7061_P1,7061-2219-3,1. P1-WOF-Fr.jpg,800,649,1358
7061_P2,7061-2219-3,5. P2-WOF-Fr.jpg,1723,1371,2117
7061_P3,7061-2219-3,9. P3-WOF-Fr.jpg,1358,1034,1763
7061_P4,7061-2219-3,13. P4-WOF-Fr.jpg,1743,1519,2212
7065_P1,7065-SN72_PINK_KAFIR,1. P1-WOF-Fr.jpg,1815,1109,1177
7065_P2,7065-SN72_PINK_KAFIR,5. P2-WOF-Fr.jpg,1775,1489,1608
7065_P3,7065-SN72_PINK_KAFIR,9. P3-WOF-Fr.jpg,1101,886,1283
7065_P4,7065-SN72_PINK_KAFIR,13. P4-WOF-Fr.jpg,1556,1123,1450
7069_P1,7069-2290-19,1. P1-WOF-Fr.jpg,1976,1964,1771
7069_P2,7069-2290-19,5. P2-WOF-Fr.jpg,1370,1288,1468
7069_P3,7069-2290-19,9. P3-WOF-Fr.jpg,1165,1237,1334
7069_P4,7069-2290-19,13. P4-WOF-Fr.jpg,1421,1479,1553
7073_P1,7073-BTx635_DW2,1. P1-WOF-Fr.jpg,1765,1494,2171
7073_P2,7073-BTx635_DW2,5. P2-WOF-Fr.jpg,1000,1055,1740
7073_P3,7073-BTx635_DW2,9. P3-WOF-Fr.jpg,1905,1281,1373
7073_P4,7073-BTx635_DW2,13. P4-WOF-Fr.jpg,1341,906,1553
